,state,feature,importance_score,ranking
1378,ms,pct_self_persistent_pain_pressure_in_chest_weighted,0.010533833876252174,25
1370,ms,pct_self_fever_weighted,0.010453219525516033,26
1384,ms,pct_self_nausea_vomiting_weighted,0.009569266811013222,27
1389,ms,pct_hh_difficulty_breathing_weighted,0.009030547924339771,28
1398,ms,pct_self_difficulty_breathing_weighted,0.00861422624439001,29
1377,ms,pct_self_muscle_joint_aches_weighted,0.007656637579202652,30
1369,ms,pct_hh_sore_throat_weighted,0.007376193068921566,31
1380,ms,pct_no_above_medical_conditions_weighted,0.006501525640487671,32
1386,ms,pct_heart_disease_weighted,0.006236321292817593,33
1393,ms,pct_hh_cough_weighted,0.0053530591540038586,34
1382,ms,pct_self_multiple_symptoms_weighted,0.0018862067954614758,35
1400,mt,pct_cmnty_cli_weighted,0.36015447974205017,1
1410,mt,pct_avoid_contact_all_or_most_time_weighted,0.07682304829359055,2
1409,mt,pct_self_sore_throat_weighted,0.0577731691300869,3
1424,mt,pct_hh_difficulty_breathing_weighted,0.045254774391651154,4
1417,mt,pct_self_multiple_symptoms_weighted,0.03765653073787689,5
1403,mt,pct_hh_cli_weighted,0.0348910428583622,6
1428,mt,pct_hh_cough_weighted,0.030920924618840218,7
1426,mt,pct_worked_outside_home_weighted,0.03035576082766056,8
1401,mt,pct_self_anosmia_ageusia_weighted,0.02761984057724476,9
1420,mt,pct_multiple_medical_conditions_weighted,0.02707756869494915,10
1433,mt,pct_self_difficulty_breathing_weighted,0.02335323579609394,11
1429,mt,pct_self_cough_weighted,0.022587373852729797,12
1425,mt,pct_self_other_weighted,0.02081741765141487,13
1419,mt,pct_self_nausea_vomiting_weighted,0.019615154713392258,14
1422,mt,pct_self_tiredness_or_exhaustion_weighted,0.01920993998646736,15
1434,mt,pct_kidney_disease_weighted,0.017789840698242188,16
1414,mt,pct_chronic_lung_disease_weighted,0.013366054743528366,17
1416,mt,pct_self_nasal_congestion_weighted,0.012823260389268398,18
1418,mt,pct_cancer_weighted,0.011341908015310764,19
1427,mt,pct_hh_shortness_of_breath_weighted,0.010202367790043354,20
1423,mt,pct_diabetes_weighted,0.010165534913539886,21
1432,mt,pct_self_diarrhea_weighted,0.009837431833148003,22
1421,mt,pct_heart_disease_weighted,0.008091479539871216,23
1430,mt,pct_self_shortness_of_breath_weighted,0.00808772910386324,24
1405,mt,pct_self_fever_weighted,0.007737045641988516,25
1404,mt,pct_hh_sore_throat_weighted,0.007704111281782389,26
1408,mt,pct_self_runny_nose_weighted,0.0074988254345953465,27
1413,mt,pct_self_persistent_pain_pressure_in_chest_weighted,0.007370267063379288,28
1415,mt,pct_no_above_medical_conditions_weighted,0.007173072546720505,29
1412,mt,pct_self_muscle_joint_aches_weighted,0.006661834195256233,30
1406,mt,pct_asthma_weighted,0.005950943101197481,31
1402,mt,pct_hh_fever_weighted,0.005319312680512667,32
1411,mt,pct_self_none_of_above_weighted,0.00428616302087903,33
1431,mt,pct_high_blood_pressure_weighted,0.002422896446660161,34
1407,mt,pct_autoimmune_disorder_weighted,0.002059659920632839,35
1445,nc,pct_avoid_contact_all_or_most_time_weighted,0.4624039828777313,1
1435,nc,pct_cmnty_cli_weighted,0.27440470457077026,2
1461,nc,pct_worked_outside_home_weighted,0.0481727197766304,3
1464,nc,pct_self_cough_weighted,0.02769576758146286,4
1439,nc,pct_hh_sore_throat_weighted,0.01574067398905754,5
1446,nc,pct_self_none_of_above_weighted,0.014394322410225868,6
1443,nc,pct_self_runny_nose_weighted,0.014292041771113873,7
1467,nc,pct_self_diarrhea_weighted,0.012826596386730671,8
1463,nc,pct_hh_cough_weighted,0.0113771827891469,9
1444,nc,pct_self_sore_throat_weighted,0.010941914282739162,10
1441,nc,pct_asthma_weighted,0.008939750492572784,11
1451,nc,pct_self_nasal_congestion_weighted,0.008064152672886848,12
1437,nc,pct_hh_fever_weighted,0.007822440005838871,13
1460,nc,pct_self_other_weighted,0.007741796784102917,14
1456,nc,pct_heart_disease_weighted,0.007231017574667931,15
1455,nc,pct_multiple_medical_conditions_weighted,0.00631958432495594,16
1453,nc,pct_cancer_weighted,0.005600686185061932,17
1436,nc,pct_self_anosmia_ageusia_weighted,0.005481726489961147,18
1440,nc,pct_self_fever_weighted,0.00535205565392971,19
1452,nc,pct_self_multiple_symptoms_weighted,0.0044522774405777454,20
1454,nc,pct_self_nausea_vomiting_weighted,0.003966338932514191,21
1450,nc,pct_no_above_medical_conditions_weighted,0.0036875191144645214,22
1469,nc,pct_kidney_disease_weighted,0.0035749950911849737,23
1449,nc,pct_chronic_lung_disease_weighted,0.003428301541134715,24
1442,nc,pct_autoimmune_disorder_weighted,0.0033639182802289724,25
1468,nc,pct_self_difficulty_breathing_weighted,0.0033042309805750847,26
1448,nc,pct_self_persistent_pain_pressure_in_chest_weighted,0.0027497776318341494,27
1457,nc,pct_self_tiredness_or_exhaustion_weighted,0.002610333263874054,28
1459,nc,pct_hh_difficulty_breathing_weighted,0.002584517467767,29
1438,nc,pct_hh_cli_weighted,0.002186858793720603,30
1462,nc,pct_hh_shortness_of_breath_weighted,0.0020554810762405396,31
1447,nc,pct_self_muscle_joint_aches_weighted,0.0019192600157111883,32
1466,nc,pct_high_blood_pressure_weighted,0.0018927452620118856,33
1465,nc,pct_self_shortness_of_breath_weighted,0.0017169922357425094,34
1458,nc,pct_diabetes_weighted,0.0017034276388585567,35
1505,nd,pct_cmnty_cli_weighted,0.2145983725786209,1
1513,nd,pct_self_runny_nose_weighted,0.09842546284198761,2
1515,nd,pct_avoid_contact_all_or_most_time_weighted,0.07674966007471085,3
1531,nd,pct_worked_outside_home_weighted,0.05124111846089363,4
1507,nd,pct_hh_fever_weighted,0.0501486137509346,5
1524,nd,pct_self_nausea_vomiting_weighted,0.04808932915329933,6
1526,nd,pct_heart_disease_weighted,0.038244571536779404,7
1522,nd,pct_self_multiple_symptoms_weighted,0.037999801337718964,8
1534,nd,pct_self_cough_weighted,0.029274357482790947,9
1508,nd,pct_hh_cli_weighted,0.025687310844659805,10
1527,nd,pct_self_tiredness_or_exhaustion_weighted,0.02241017110645771,11
1529,nd,pct_hh_difficulty_breathing_weighted,0.021618904545903206,12
1518,nd,pct_self_persistent_pain_pressure_in_chest_weighted,0.02086350880563259,13
1521,nd,pct_self_nasal_congestion_weighted,0.019195618107914925,14
1530,nd,pct_self_other_weighted,0.01837351731956005,15
1535,nd,pct_self_shortness_of_breath_weighted,0.017794964835047722,16
1512,nd,pct_autoimmune_disorder_weighted,0.01734253577888012,17
1528,nd,pct_diabetes_weighted,0.01730434224009514,18
1533,nd,pct_hh_cough_weighted,0.016292890533804893,19
1506,nd,pct_self_anosmia_ageusia_weighted,0.015296748839318752,20
1519,nd,pct_chronic_lung_disease_weighted,0.013223983347415924,21
1539,nd,pct_kidney_disease_weighted,0.012980961240828037,22
1538,nd,pct_self_difficulty_breathing_weighted,0.012663198634982109,23
1536,nd,pct_high_blood_pressure_weighted,0.012616344727575779,24
1520,nd,pct_no_above_medical_conditions_weighted,0.012000950053334236,25
1537,nd,pct_self_diarrhea_weighted,0.011015297845005989,26
1516,nd,pct_self_none_of_above_weighted,0.009955954737961292,27
1509,nd,pct_hh_sore_throat_weighted,0.009265872649848461,28
1525,nd,pct_multiple_medical_conditions_weighted,0.009025621227920055,29
1532,nd,pct_hh_shortness_of_breath_weighted,0.008734947070479393,30
1511,nd,pct_asthma_weighted,0.008193702436983585,31
1517,nd,pct_self_muscle_joint_aches_weighted,0.006307356059551239,32
1510,nd,pct_self_fever_weighted,0.0060283769853413105,33
1523,nd,pct_cancer_weighted,0.005948237143456936,34
1514,nd,pct_self_sore_throat_weighted,0.0050873602740466595,35
1557,ne,pct_self_multiple_symptoms_weighted,0.21284976601600647,1
1551,ne,pct_self_none_of_above_weighted,0.08235683292150497,2
1550,ne,pct_avoid_contact_all_or_most_time_weighted,0.07611491531133652,3
1540,ne,pct_cmnty_cli_weighted,0.0535118393599987,4
1565,ne,pct_self_other_weighted,0.04379701241850853,5
1544,ne,pct_hh_sore_throat_weighted,0.04062633216381073,6
1573,ne,pct_self_difficulty_breathing_weighted,0.03514180704951286,7
1567,ne,pct_hh_shortness_of_breath_weighted,0.03312137350440025,8
1569,ne,pct_self_cough_weighted,0.025860575959086418,9
1568,ne,pct_hh_cough_weighted,0.02449970133602619,10
1560,ne,pct_multiple_medical_conditions_weighted,0.02403726801276207,11
1548,ne,pct_self_runny_nose_weighted,0.022522887215018272,12
1554,ne,pct_chronic_lung_disease_weighted,0.02230771631002426,13
1561,ne,pct_heart_disease_weighted,0.022213125601410866,14
1552,ne,pct_self_muscle_joint_aches_weighted,0.021988824009895325,15
1571,ne,pct_high_blood_pressure_weighted,0.021594086661934853,16
1556,ne,pct_self_nasal_congestion_weighted,0.02039596065878868,17
1547,ne,pct_autoimmune_disorder_weighted,0.02004707045853138,18
1574,ne,pct_kidney_disease_weighted,0.01959446631371975,19
1542,ne,pct_hh_fever_weighted,0.019434520974755287,20
1546,ne,pct_asthma_weighted,0.019058968871831894,21
1558,ne,pct_cancer_weighted,0.018057042732834816,22
1555,ne,pct_no_above_medical_conditions_weighted,0.01601579040288925,23
1566,ne,pct_worked_outside_home_weighted,0.01472350861877203,24
1553,ne,pct_self_persistent_pain_pressure_in_chest_weighted,0.01309529971331358,25
1564,ne,pct_hh_difficulty_breathing_weighted,0.011187519878149033,26
1572,ne,pct_self_diarrhea_weighted,0.010034198872745037,27
1549,ne,pct_self_sore_throat_weighted,0.009327566251158714,28
1562,ne,pct_self_tiredness_or_exhaustion_weighted,0.009197008796036243,29
1541,ne,pct_self_anosmia_ageusia_weighted,0.007827757857739925,30
1545,ne,pct_self_fever_weighted,0.006874386221170425,31
1570,ne,pct_self_shortness_of_breath_weighted,0.00624875258654356,32
1559,ne,pct_self_nausea_vomiting_weighted,0.0061066485941410065,33
1543,ne,pct_hh_cli_weighted,0.005642008502036333,34
1563,ne,pct_diabetes_weighted,0.004587447736412287,35
1585,nh,pct_avoid_contact_all_or_most_time_weighted,0.42860254645347595,1
1583,nh,pct_self_runny_nose_weighted,0.12619882822036743,2
1575,nh,pct_cmnty_cli_weighted,0.06344110518693924,3
1599,nh,pct_hh_difficulty_breathing_weighted,0.028914425522089005,4
1604,nh,pct_self_cough_weighted,0.027780067175626755,5
1591,nh,pct_self_nasal_congestion_weighted,0.02738894522190094,6
1594,nh,pct_self_nausea_vomiting_weighted,0.02471051923930645,7
1603,nh,pct_hh_cough_weighted,0.022686554118990898,8
1600,nh,pct_self_other_weighted,0.021624987944960594,9
1601,nh,pct_worked_outside_home_weighted,0.018584996461868286,10
1582,nh,pct_autoimmune_disorder_weighted,0.01588389091193676,11
1579,nh,pct_hh_sore_throat_weighted,0.014403412118554115,12
1608,nh,pct_self_difficulty_breathing_weighted,0.012472488917410374,13
1590,nh,pct_no_above_medical_conditions_weighted,0.011435064487159252,14
1578,nh,pct_hh_cli_weighted,0.011195866391062737,15
1597,nh,pct_self_tiredness_or_exhaustion_weighted,0.010319754481315613,16
1592,nh,pct_self_multiple_symptoms_weighted,0.010049097239971161,17
1586,nh,pct_self_none_of_above_weighted,0.009753542020916939,18
1584,nh,pct_self_sore_throat_weighted,0.009745358489453793,19
1607,nh,pct_self_diarrhea_weighted,0.0096363490447402,20
1577,nh,pct_hh_fever_weighted,0.008976541459560394,21
1588,nh,pct_self_persistent_pain_pressure_in_chest_weighted,0.008844706229865551,22
1587,nh,pct_self_muscle_joint_aches_weighted,0.007980487309396267,23
1606,nh,pct_high_blood_pressure_weighted,0.007752605713903904,24
1595,nh,pct_multiple_medical_conditions_weighted,0.007149641867727041,25
1605,nh,pct_self_shortness_of_breath_weighted,0.00647748913615942,26
1609,nh,pct_kidney_disease_weighted,0.006418748293071985,27
1580,nh,pct_self_fever_weighted,0.006343686021864414,28
1576,nh,pct_self_anosmia_ageusia_weighted,0.006303924601525068,29
1581,nh,pct_asthma_weighted,0.0058394623920321465,30
1593,nh,pct_cancer_weighted,0.005829638335853815,31
1598,nh,pct_diabetes_weighted,0.005373838823288679,32
1589,nh,pct_chronic_lung_disease_weighted,0.005326441489160061,33
1602,nh,pct_hh_shortness_of_breath_weighted,0.004018884152173996,34
1596,nh,pct_heart_disease_weighted,0.002535977168008685,35
805,nj,pct_cmnty_cli_weighted,0.4808276891708374,1
815,nj,pct_avoid_contact_all_or_most_time_weighted,0.11918707937002182,2
834,nj,pct_self_cough_weighted,0.10956499725580215,3
831,nj,pct_worked_outside_home_weighted,0.09221592545509338,4
833,nj,pct_hh_cough_weighted,0.049281299114227295,5
810,nj,pct_self_fever_weighted,0.026397448033094406,6
814,nj,pct_self_sore_throat_weighted,0.020355621352791786,7
816,nj,pct_self_none_of_above_weighted,0.01560199074447155,8
835,nj,pct_self_shortness_of_breath_weighted,0.01022335235029459,9
826,nj,pct_heart_disease_weighted,0.007689885329455137,10
827,nj,pct_self_tiredness_or_exhaustion_weighted,0.005732704885303974,11
824,nj,pct_self_nausea_vomiting_weighted,0.004264342598617077,12
808,nj,pct_hh_cli_weighted,0.003937923349440098,13
828,nj,pct_diabetes_weighted,0.0038861234206706285,14
820,nj,pct_no_above_medical_conditions_weighted,0.003659342648461461,15
837,nj,pct_self_diarrhea_weighted,0.0036012704949826,16
822,nj,pct_self_multiple_symptoms_weighted,0.0033285601530224085,17
813,nj,pct_self_runny_nose_weighted,0.003146399976685643,18
819,nj,pct_chronic_lung_disease_weighted,0.003118418389931321,19
830,nj,pct_self_other_weighted,0.003040561219677329,20
839,nj,pct_kidney_disease_weighted,0.002785265678539872,21
836,nj,pct_high_blood_pressure_weighted,0.002732030116021633,22
812,nj,pct_autoimmune_disorder_weighted,0.0026794439181685448,23
806,nj,pct_self_anosmia_ageusia_weighted,0.002605810994282365,24
838,nj,pct_self_difficulty_breathing_weighted,0.0024922466836869717,25
807,nj,pct_hh_fever_weighted,0.002424662234261632,26
818,nj,pct_self_persistent_pain_pressure_in_chest_weighted,0.002062430838122964,27
811,nj,pct_asthma_weighted,0.0019729624036699533,28
829,nj,pct_hh_difficulty_breathing_weighted,0.001806539949029684,29
809,nj,pct_hh_sore_throat_weighted,0.0017976417439058423,30
825,nj,pct_multiple_medical_conditions_weighted,0.001796230091713369,31
823,nj,pct_cancer_weighted,0.0017731966217979789,32
817,nj,pct_self_muscle_joint_aches_weighted,0.001694795791991055,33
832,nj,pct_hh_shortness_of_breath_weighted,0.0012267966521903872,34
821,nj,pct_self_nasal_congestion_weighted,0.0010890535777434707,35
770,nm,pct_cmnty_cli_weighted,0.2663041949272156,1
778,nm,pct_self_runny_nose_weighted,0.12928667664527893,2
790,nm,pct_multiple_medical_conditions_weighted,0.04109415411949158,3
799,nm,pct_self_cough_weighted,0.03708432614803314,4
791,nm,pct_heart_disease_weighted,0.03456192836165428,5
781,nm,pct_self_none_of_above_weighted,0.03334103897213936,6
792,nm,pct_self_tiredness_or_exhaustion_weighted,0.0307411290705204,7
780,nm,pct_avoid_contact_all_or_most_time_weighted,0.028208402916789055,8
786,nm,pct_self_nasal_congestion_weighted,0.025269722566008568,9
777,nm,pct_autoimmune_disorder_weighted,0.022125685587525368,10
793,nm,pct_diabetes_weighted,0.020751338452100754,11
800,nm,pct_self_shortness_of_breath_weighted,0.02073945663869381,12
782,nm,pct_self_muscle_joint_aches_weighted,0.020410172641277313,13
788,nm,pct_cancer_weighted,0.019915472716093063,14
802,nm,pct_self_diarrhea_weighted,0.01977202109992504,15
787,nm,pct_self_multiple_symptoms_weighted,0.019390380010008812,16
795,nm,pct_self_other_weighted,0.019336286932229996,17
789,nm,pct_self_nausea_vomiting_weighted,0.01795577071607113,18
794,nm,pct_hh_difficulty_breathing_weighted,0.01785139925777912,19
804,nm,pct_kidney_disease_weighted,0.014681588858366013,20
785,nm,pct_no_above_medical_conditions_weighted,0.014410216361284256,21
774,nm,pct_hh_sore_throat_weighted,0.014193836599588394,22
783,nm,pct_self_persistent_pain_pressure_in_chest_weighted,0.014094372279942036,23
801,nm,pct_high_blood_pressure_weighted,0.01336671318858862,24
803,nm,pct_self_difficulty_breathing_weighted,0.012358516454696655,25
775,nm,pct_self_fever_weighted,0.011989354155957699,26
772,nm,pct_hh_fever_weighted,0.0118492990732193,27
796,nm,pct_worked_outside_home_weighted,0.010985351167619228,28
797,nm,pct_hh_shortness_of_breath_weighted,0.010682417079806328,29
798,nm,pct_hh_cough_weighted,0.010313168168067932,30
771,nm,pct_self_anosmia_ageusia_weighted,0.009254878386855125,31
784,nm,pct_chronic_lung_disease_weighted,0.008832407183945179,32
779,nm,pct_self_sore_throat_weighted,0.0068996683694422245,33
773,nm,pct_hh_cli_weighted,0.00628706207498908,34
776,nm,pct_asthma_weighted,0.005661665927618742,35
350,nv,pct_cmnty_cli_weighted,0.40363672375679016,1
360,nv,pct_avoid_contact_all_or_most_time_weighted,0.20264168083667755,2
378,nv,pct_hh_cough_weighted,0.06984203308820724,3
358,nv,pct_self_runny_nose_weighted,0.053651079535484314,4
376,nv,pct_worked_outside_home_weighted,0.03682487830519676,5
354,nv,pct_hh_sore_throat_weighted,0.035031165927648544,6
361,nv,pct_self_none_of_above_weighted,0.019703339785337448,7
352,nv,pct_hh_fever_weighted,0.019674507901072502,8
366,nv,pct_self_nasal_congestion_weighted,0.01817627251148224,9
375,nv,pct_self_other_weighted,0.015037409961223602,10
353,nv,pct_hh_cli_weighted,0.012034703977406025,11
371,nv,pct_heart_disease_weighted,0.009873508475720882,12
359,nv,pct_self_sore_throat_weighted,0.009624863974750042,13
381,nv,pct_high_blood_pressure_weighted,0.009191394783556461,14
351,nv,pct_self_anosmia_ageusia_weighted,0.008548658341169357,15
356,nv,pct_asthma_weighted,0.008407690562307835,16
362,nv,pct_self_muscle_joint_aches_weighted,0.007674373220652342,17
364,nv,pct_chronic_lung_disease_weighted,0.00582854775711894,18
383,nv,pct_self_difficulty_breathing_weighted,0.005325249396264553,19
367,nv,pct_self_multiple_symptoms_weighted,0.0048301746137440205,20
369,nv,pct_self_nausea_vomiting_weighted,0.004823834169656038,21
384,nv,pct_kidney_disease_weighted,0.004774528555572033,22
380,nv,pct_self_shortness_of_breath_weighted,0.004477889277040958,23
363,nv,pct_self_persistent_pain_pressure_in_chest_weighted,0.00432033883407712,24
377,nv,pct_hh_shortness_of_breath_weighted,0.003406707663089037,25
372,nv,pct_self_tiredness_or_exhaustion_weighted,0.0032549554016441107,26
374,nv,pct_hh_difficulty_breathing_weighted,0.0026491815224289894,27
370,nv,pct_multiple_medical_conditions_weighted,0.0025022397749125957,28
357,nv,pct_autoimmune_disorder_weighted,0.0024480787105858326,29
355,nv,pct_self_fever_weighted,0.0023880507797002792,30
379,nv,pct_self_cough_weighted,0.002312538679689169,31
365,nv,pct_no_above_medical_conditions_weighted,0.002048723166808486,32
368,nv,pct_cancer_weighted,0.0019839522428810596,33
373,nv,pct_diabetes_weighted,0.0016636824002489448,34
382,nv,pct_self_diarrhea_weighted,0.0013872032286599278,35
35,ny,pct_cmnty_cli_weighted,0.40856343507766724,1
64,ny,pct_self_cough_weighted,0.1532765030860901,2
45,ny,pct_avoid_contact_all_or_most_time_weighted,0.1382243037223816,3
61,ny,pct_worked_outside_home_weighted,0.1010923907160759,4
62,ny,pct_hh_shortness_of_breath_weighted,0.02761070244014263,5
48,ny,pct_self_persistent_pain_pressure_in_chest_weighted,0.022406643256545067,6
52,ny,pct_self_multiple_symptoms_weighted,0.02034161053597927,7
51,ny,pct_self_nasal_congestion_weighted,0.016852829605340958,8
43,ny,pct_self_runny_nose_weighted,0.013174677267670631,9
65,ny,pct_self_shortness_of_breath_weighted,0.012764807790517807,10
46,ny,pct_self_none_of_above_weighted,0.01250729151070118,11
66,ny,pct_high_blood_pressure_weighted,0.007671891711652279,12
59,ny,pct_hh_difficulty_breathing_weighted,0.0073197754099965096,13
36,ny,pct_self_anosmia_ageusia_weighted,0.006811145227402449,14
44,ny,pct_self_sore_throat_weighted,0.006593160331249237,15
39,ny,pct_hh_sore_throat_weighted,0.005932345520704985,16
67,ny,pct_self_diarrhea_weighted,0.004928806331008673,17
38,ny,pct_hh_cli_weighted,0.00462877145037055,18
41,ny,pct_asthma_weighted,0.004065944347530603,19
57,ny,pct_self_tiredness_or_exhaustion_weighted,0.003914047498255968,20
63,ny,pct_hh_cough_weighted,0.00327271013520658,21
54,ny,pct_self_nausea_vomiting_weighted,0.002641953993588686,22
56,ny,pct_heart_disease_weighted,0.002635127631947398,23
55,ny,pct_multiple_medical_conditions_weighted,0.002240495989099145,24
47,ny,pct_self_muscle_joint_aches_weighted,0.0016601023962721229,25
40,ny,pct_self_fever_weighted,0.0014921259135007858,26
37,ny,pct_hh_fever_weighted,0.001285666017793119,27
49,ny,pct_chronic_lung_disease_weighted,0.001236621872521937,28
42,ny,pct_autoimmune_disorder_weighted,0.0012190482812002301,29
69,ny,pct_kidney_disease_weighted,0.0012011869112029672,30
60,ny,pct_self_other_weighted,0.0009940402815118432,31
58,ny,pct_diabetes_weighted,0.0005045910947956145,32
50,ny,pct_no_above_medical_conditions_weighted,0.0003911999228876084,33
68,ny,pct_self_difficulty_breathing_weighted,0.0003902491007465869,34
53,ny,pct_cancer_weighted,0.00015372117923106998,35
70,oh,pct_cmnty_cli_weighted,0.2954237759113312,1
98,oh,pct_hh_cough_weighted,0.09966138005256653,2
74,oh,pct_hh_sore_throat_weighted,0.06776848435401917,3
97,oh,pct_hh_shortness_of_breath_weighted,0.0524299293756485,4
82,oh,pct_self_muscle_joint_aches_weighted,0.047646716237068176,5
78,oh,pct_self_runny_nose_weighted,0.04713890701532364,6
95,oh,pct_self_other_weighted,0.04563841596245766,7
96,oh,pct_worked_outside_home_weighted,0.038280460983514786,8
80,oh,pct_avoid_contact_all_or_most_time_weighted,0.035239145159721375,9
81,oh,pct_self_none_of_above_weighted,0.03197923302650452,10
99,oh,pct_self_cough_weighted,0.025678601115942,11
76,oh,pct_asthma_weighted,0.024069206789135933,12
71,oh,pct_self_anosmia_ageusia_weighted,0.020169494673609734,13
85,oh,pct_no_above_medical_conditions_weighted,0.01918216422200203,14
79,oh,pct_self_sore_throat_weighted,0.019141236320137978,15
86,oh,pct_self_nasal_congestion_weighted,0.013630702160298824,16
101,oh,pct_high_blood_pressure_weighted,0.012785603292286396,17
94,oh,pct_hh_difficulty_breathing_weighted,0.012579805217683315,18
104,oh,pct_kidney_disease_weighted,0.01017505582422018,19
89,oh,pct_self_nausea_vomiting_weighted,0.010128762573003769,20
84,oh,pct_chronic_lung_disease_weighted,0.00995665043592453,21
73,oh,pct_hh_cli_weighted,0.008678814396262169,22
75,oh,pct_self_fever_weighted,0.008169042877852917,23
103,oh,pct_self_difficulty_breathing_weighted,0.007456204388290644,24
93,oh,pct_diabetes_weighted,0.006670092232525349,25
87,oh,pct_self_multiple_symptoms_weighted,0.006363259628415108,26
102,oh,pct_self_diarrhea_weighted,0.004537905566394329,27
88,oh,pct_cancer_weighted,0.003495024051517248,28
83,oh,pct_self_persistent_pain_pressure_in_chest_weighted,0.003103441558778286,29
92,oh,pct_self_tiredness_or_exhaustion_weighted,0.002707966836169362,30
91,oh,pct_heart_disease_weighted,0.0024066020268946886,31
77,oh,pct_autoimmune_disorder_weighted,0.00221519498154521,32
100,oh,pct_self_shortness_of_breath_weighted,0.0019437238806858659,33
90,oh,pct_multiple_medical_conditions_weighted,0.0019213625928387046,34
72,oh,pct_hh_fever_weighted,0.0016277412651106715,35
105,ok,pct_cmnty_cli_weighted,0.41601958870887756,1
115,ok,pct_avoid_contact_all_or_most_time_weighted,0.09385060518980026,2
114,ok,pct_self_sore_throat_weighted,0.09379814565181732,3
126,ok,pct_heart_disease_weighted,0.05096958577632904,4
134,ok,pct_self_cough_weighted,0.03744838759303093,5
124,ok,pct_self_nausea_vomiting_weighted,0.02983783185482025,6
128,ok,pct_diabetes_weighted,0.029633210971951485,7
117,ok,pct_self_muscle_joint_aches_weighted,0.02238675393164158,8
131,ok,pct_worked_outside_home_weighted,0.02195650525391102,9
123,ok,pct_cancer_weighted,0.020870912820100784,10
113,ok,pct_self_runny_nose_weighted,0.01434917002916336,11
136,ok,pct_high_blood_pressure_weighted,0.014053722843527794,12
116,ok,pct_self_none_of_above_weighted,0.01202970277518034,13
121,ok,pct_self_nasal_congestion_weighted,0.011991865932941437,14
109,ok,pct_hh_sore_throat_weighted,0.011675136163830757,15
139,ok,pct_kidney_disease_weighted,0.009938804432749748,16
112,ok,pct_autoimmune_disorder_weighted,0.009841317310929298,17
135,ok,pct_self_shortness_of_breath_weighted,0.009341459721326828,18
132,ok,pct_hh_shortness_of_breath_weighted,0.008057314902544022,19
125,ok,pct_multiple_medical_conditions_weighted,0.007954205386340618,20
127,ok,pct_self_tiredness_or_exhaustion_weighted,0.007010600063949823,21
119,ok,pct_chronic_lung_disease_weighted,0.0063703302294015884,22
107,ok,pct_hh_fever_weighted,0.005579524673521519,23
120,ok,pct_no_above_medical_conditions_weighted,0.005550049711018801,24
129,ok,pct_hh_difficulty_breathing_weighted,0.0053946333937346935,25
137,ok,pct_self_diarrhea_weighted,0.005340010393410921,26
106,ok,pct_self_anosmia_ageusia_weighted,0.005045969970524311,27
110,ok,pct_self_fever_weighted,0.005014462862163782,28
111,ok,pct_asthma_weighted,0.004866911098361015,29
108,ok,pct_hh_cli_weighted,0.004854709841310978,30
133,ok,pct_hh_cough_weighted,0.004686448257416487,31
118,ok,pct_self_persistent_pain_pressure_in_chest_weighted,0.004428246524184942,32
138,ok,pct_self_difficulty_breathing_weighted,0.004092910792678595,33
130,ok,pct_self_other_weighted,0.003313551191240549,34
122,ok,pct_self_multiple_symptoms_weighted,0.0024474593810737133,35
185,or,pct_avoid_contact_all_or_most_time_weighted,0.3753446638584137,1
175,or,pct_cmnty_cli_weighted,0.1234336718916893,2
183,or,pct_self_runny_nose_weighted,0.1013982966542244,3
192,or,pct_self_multiple_symptoms_weighted,0.0548064149916172,4
200,or,pct_self_other_weighted,0.039613816887140274,5
176,or,pct_self_anosmia_ageusia_weighted,0.029971355572342873,6
191,or,pct_self_nasal_congestion_weighted,0.025771839544177055,7
194,or,pct_self_nausea_vomiting_weighted,0.01731911487877369,8
203,or,pct_hh_cough_weighted,0.016896286979317665,9
188,or,pct_self_persistent_pain_pressure_in_chest_weighted,0.01525211799889803,10
180,or,pct_self_fever_weighted,0.01365820411592722,11
186,or,pct_self_none_of_above_weighted,0.013334940187633038,12
198,or,pct_diabetes_weighted,0.01322121825069189,13
195,or,pct_multiple_medical_conditions_weighted,0.01304671075195074,14
189,or,pct_chronic_lung_disease_weighted,0.011385246179997921,15
178,or,pct_hh_cli_weighted,0.011081061325967312,16
206,or,pct_high_blood_pressure_weighted,0.010459812358021736,17
179,or,pct_hh_sore_throat_weighted,0.009791241027414799,18
193,or,pct_cancer_weighted,0.009524796158075333,19
187,or,pct_self_muscle_joint_aches_weighted,0.00871704239398241,20
201,or,pct_worked_outside_home_weighted,0.008566389791667461,21
182,or,pct_autoimmune_disorder_weighted,0.008008337579667568,22
196,or,pct_heart_disease_weighted,0.007450669072568417,23
207,or,pct_self_diarrhea_weighted,0.006599179469048977,24
199,or,pct_hh_difficulty_breathing_weighted,0.006514489185065031,25
177,or,pct_hh_fever_weighted,0.006472964771091938,26
204,or,pct_self_cough_weighted,0.006021350622177124,27
181,or,pct_asthma_weighted,0.005808905698359013,28
208,or,pct_self_difficulty_breathing_weighted,0.005762845743447542,29
209,or,pct_kidney_disease_weighted,0.005476918071508408,30
190,or,pct_no_above_medical_conditions_weighted,0.005466128699481487,31
202,or,pct_hh_shortness_of_breath_weighted,0.0053607141599059105,32
184,or,pct_self_sore_throat_weighted,0.0038850519340485334,33
